Could not import parameter value for '6351', class 'node', parameter 'fractional_demand', alternative Base: Duplicate parameter value, only first value will be considered.
Could not import parameter value for 'DK2', class 'node', parameter 'balance_type', alternative Base: Duplicate parameter value, only first value will be considered.
Could not import parameter value for 'DK2', class 'node', parameter 'balance_type', alternative Base: Duplicate parameter value, only first value will be considered.
Could not import parameter value for 'DK2', class 'node', parameter 'balance_type', alternative Base: Duplicate parameter value, only first value will be considered.
Could not import parameter value for 'DK2', class 'node', parameter 'balance_type', alternative Base: Duplicate parameter value, only first value will be considered.
Could not import parameter value for 'DK2', class 'node', parameter 'balance_type', alternative Base: Duplicate parameter value, only first value will be considered.
Could not import parameter value for 'DK2', class 'node', parameter 'balance_type', alternative Base: Duplicate parameter value, only first value will be considered.
Could not import parameter value for 'DK2', class 'node', parameter 'balance_type', alternative Base: Duplicate parameter value, only first value will be considered.
Could not import parameter value for 'DK2', class 'node', parameter 'balance_type', alternative Base: Duplicate parameter value, only first value will be considered.
Could not import parameter value for 'DK2', class 'node', parameter 'balance_type', alternative Base: Duplicate parameter value, only first value will be considered.
Could not import parameter value for 'DK2', class 'node', parameter 'balance_type', alternative Base: Duplicate parameter value, only first value will be considered.
Could not import parameter value for 'DK2', class 'node', parameter 'balance_type', alternative Base: Duplicate parameter value, only first value will be considered.
Could not import parameter value for 'DK2', class 'node', parameter 'balance_type', alternative Base: Duplicate parameter value, only first value will be considered.
Could not import parameter value for 'DK2', class 'node', parameter 'balance_type', alternative Base: Duplicate parameter value, only first value will be considered.
Could not import parameter value for 'DK2', class 'node', parameter 'balance_type', alternative Base: Duplicate parameter value, only first value will be considered.
Could not import parameter value for 'DK2', class 'node', parameter 'balance_type', alternative Base: Duplicate parameter value, only first value will be considered.
Could not import parameter value for 'DK2', class 'node', parameter 'balance_type', alternative Base: Duplicate parameter value, only first value will be considered.
Could not import parameter value for 'DK2', class 'node', parameter 'balance_type', alternative Base: Duplicate parameter value, only first value will be considered.
